PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1432;3210;-2;1;0
0;2;0;0;1432;1248;-2;2;1
0;3;0;0;477;1248;66;3;2
0;4;477;0;477;1248;67;3;2
0;5;954;0;478;1248;68;3;2
0;6;0;1248;1432;503;-2;2;1
0;7;0;1248;1238;503;288;3;6
0;8;1238;1248;194;503;-1;3;6
0;9;0;1751;1432;1405;-2;2;1
0;10;0;1751;1405;1405;289;3;9
0;11;1405;1751;27;1405;-1;3;9
0;12;0;3156;1432;54;-1;2;1
0;13;1432;0;1128;3210;-2;1;0
0;14;1432;0;1128;450;-2;2;13
0;15;1432;0;1108;450;427;3;14
0;16;2540;0;20;450;-1;3;14
0;17;1432;450;1128;505;-2;2;13
0;18;1432;450;587;505;-2;3;17
0;19;1432;450;587;485;275;4;18
0;20;1432;935;587;20;-1;4;18
0;21;2019;450;455;505;-2;3;17
0;22;2019;450;455;474;233;4;21
0;23;2019;924;455;31;-1;4;21
0;24;2474;450;86;505;-1;3;17
0;25;1432;955;1128;558;-2;2;13
0;26;1432;955;531;558;332;3;25
0;27;1963;955;531;558;333;3;25
0;28;2494;955;66;558;-1;3;25
0;29;1432;1513;1128;579;-2;2;13
0;30;1432;1513;1101;579;429;3;29
0;31;2533;1513;27;579;-1;3;29
0;32;1432;2092;1128;510;-2;2;13
0;33;1432;2092;1108;510;377;3;32
0;34;2540;2092;20;510;-1;3;32
0;35;1432;2602;1128;575;-2;2;13
0;36;1432;2602;1108;575;378;3;35
0;37;2540;2602;20;575;-1;3;35
0;38;1432;3177;1128;33;-1;2;13
0;39;2560;0;2902;3210;-2;1;0
0;40;2560;0;2902;1262;-2;2;39
0;41;2560;0;498;1262;-2;3;40
0;42;2560;0;498;1187;191;4;41
0;43;2560;1187;498;75;-1;4;41
0;44;3058;0;1906;1262;-2;3;40
0;45;3058;0;1906;631;334;4;44
0;46;3058;631;1906;631;335;4;44
0;47;4964;0;498;1262;-2;3;40
0;48;4964;0;498;1187;192;4;47
0;49;4964;1187;498;75;-1;4;47
0;50;2560;1262;2902;1948;-2;2;39
0;51;2560;1262;1282;1948;379;3;50
0;52;3842;1262;338;1948;-2;3;50
0;53;3842;1262;338;1894;422;4;52
0;54;3842;3156;338;54;-1;4;52
0;55;4180;1262;1282;1948;380;3;50
0;56;5462;0;518;3210;-2;1;0
0;57;5462;0;518;195;-2;2;56
0;58;5462;0;464;195;234;3;57
0;59;5926;0;54;195;-1;3;57
0;60;5462;195;518;587;-2;2;56
0;61;5462;195;485;587;276;3;60
0;62;5947;195;33;587;-1;3;60
0;63;5462;782;518;1187;-2;2;56
0;64;5462;782;498;1187;193;3;63
0;65;5960;782;20;1187;-1;3;63
0;66;5462;1969;518;1187;-2;2;56
0;67;5462;1969;498;1187;194;3;66
0;68;5960;1969;20;1187;-1;3;66
0;69;5462;3156;518;54;-1;2;56
0;70;5980;0;20;3210;-1;1;0
1;71;0;0;6000;3210;-2;0;
1;72;0;0;1154;3210;-2;1;71
1;73;0;0;1154;1997;-2;2;72
1;74;0;0;1125;1997;381;3;73
1;75;1125;0;29;1997;-1;3;73
1;76;0;1997;1154;326;-2;2;72
1;77;0;1997;975;326;430;3;76
1;78;975;1997;179;326;-1;3;76
1;79;0;2323;1154;846;336;2;72
1;80;0;3169;1154;41;-1;2;72
1;81;1154;0;1447;3210;-2;1;71
1;82;1154;0;1447;604;425;2;81
1;83;1154;604;1447;1635;-2;2;81
1;84;1154;604;56;1635;-1;3;83
1;85;1210;604;325;1635;-2;3;83
1;86;1210;604;325;1307;277;4;85
1;87;1210;1911;325;328;-1;4;85
1;88;1535;604;242;1635;-2;3;83
1;89;1535;604;242;77;-1;4;88
1;90;1535;681;242;1558;153;4;88
1;91;1777;604;28;1635;-1;3;83
1;92;1805;604;388;1635;-2;3;83
1;93;1805;604;388;1615;401;4;92
1;94;1805;2219;388;20;-1;4;92
1;95;2193;604;388;1635;-2;3;83
1;96;2193;604;388;1615;402;4;95
1;97;2193;2219;388;20;-1;4;95
1;98;2581;604;20;1635;-1;3;83
1;99;1154;2239;1447;928;-2;2;81
1;100;1154;2239;764;928;-2;3;99
1;101;1154;2239;764;49;-1;4;100
1;102;1154;2288;764;879;0;4;100
1;103;1918;2239;610;928;428;3;99
1;104;2528;2239;73;928;-1;3;99
1;105;1154;3167;1447;43;-1;2;81
1;106;2601;0;1125;3210;-2;1;71
1;107;2601;0;1125;1997;382;2;106
1;108;2601;1997;1125;444;-2;2;106
1;109;2601;1997;1038;444;69;3;108
1;110;3639;1997;87;444;-1;3;108
1;111;2601;2441;1125;734;-2;2;106
1;112;2601;2441;51;734;-1;3;111
1;113;2652;2441;960;734;403;3;111
1;114;3612;2441;114;734;-1;3;111
1;115;2601;3175;1125;35;-1;2;106
1;116;3726;0;2250;3210;-2;1;71
1;117;3726;0;2250;734;-2;2;116
1;118;3726;0;1232;734;-2;3;117
1;119;3726;0;1232;108;-1;4;118
1;120;3726;108;1232;626;424;4;118
1;121;4958;0;961;734;404;3;117
1;122;5919;0;57;734;-1;3;117
1;123;3726;734;2250;1997;-2;2;116
1;124;3726;734;1125;1997;383;3;123
1;125;4851;734;1125;1997;384;3;123
