PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2084;3210;-2;1;0
0;2;0;0;2084;695;-2;2;1
0;3;0;0;2050;695;43;3;2
0;4;2050;0;34;695;-1;3;2
0;5;0;695;2084;608;-2;2;1
0;6;0;695;2061;608;1;3;5
0;7;2061;695;23;608;-1;3;5
0;8;0;1303;2084;931;-2;2;1
0;9;0;1303;850;931;-2;3;8
0;10;0;1303;850;889;20;4;9
0;11;0;2192;850;42;-1;4;9
0;12;850;1303;1214;931;36;3;8
0;13;2064;1303;20;931;-1;3;8
0;14;0;2234;2084;952;-2;2;1
0;15;0;2234;2041;952;33;3;14
0;16;2041;2234;43;952;-1;3;14
0;17;0;3186;2084;24;-1;2;1
0;18;2084;0;2268;3210;-2;1;0
0;19;2084;0;2268;795;60;2;18
0;20;2084;795;2268;795;56;2;18
0;21;2084;1590;2268;795;62;2;18
0;22;2084;2385;2268;795;57;2;18
0;23;2084;3180;2268;30;-1;2;18
0;24;4352;0;1648;3210;-2;1;0
0;25;4352;0;1648;1961;-2;2;24
0;26;4352;0;874;1961;-2;3;25
0;27;4352;0;874;1903;64;4;26
0;28;4352;1903;874;58;-1;4;26
0;29;5226;0;737;1961;-2;3;25
0;30;5226;0;737;1457;4;4;29
0;31;5226;1457;737;504;5;4;29
0;32;5963;0;37;1961;-1;3;25
0;33;4352;1961;1648;1214;-2;2;24
0;34;4352;1961;808;1214;27;3;33
0;35;5160;1961;808;1214;24;3;33
0;36;5968;1961;32;1214;-1;3;33
0;37;4352;3175;1648;35;-1;2;24
1;38;0;0;6000;3210;-2;0;
1;39;0;0;1869;3210;-2;1;38
1;40;0;0;1869;868;-2;2;39
1;41;0;0;1845;868;51;3;40
1;42;1845;0;24;868;-1;3;40
1;43;0;868;1869;868;53;2;39
1;44;0;1736;1869;868;52;2;39
1;45;0;2604;1869;577;-2;2;39
1;46;0;2604;1734;577;65;3;45
1;47;1734;2604;135;577;-1;3;45
1;48;0;3181;1869;29;-1;2;39
1;49;1869;0;2268;3210;-2;1;38
1;50;1869;0;2268;795;58;2;49
1;51;1869;795;2268;795;61;2;49
