PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1995;3210;-2;1;0
0;2;0;0;1995;979;136;2;1
0;3;0;979;1995;2207;-2;2;1
0;4;0;979;979;2207;-2;3;3
0;5;0;979;979;2085;137;4;4
0;6;0;3064;979;122;-1;4;4
0;7;979;979;979;2207;34;3;3
0;8;1958;979;37;2207;-1;3;3
0;9;0;3186;1995;24;-1;2;1
0;10;1995;0;1017;3210;-2;1;0
0;11;1995;0;1017;2085;-2;2;10
0;12;1995;0;979;2085;138;3;11
0;13;2974;0;38;2085;-1;3;11
0;14;1995;2085;1017;1019;170;2;10
0;15;1995;3104;1017;106;-1;2;10
0;16;3012;0;1866;3210;-2;1;0
0;17;3012;0;1866;1390;-2;2;16
0;18;3012;0;821;1390;153;3;17
0;19;3833;0;1023;1390;-2;3;17
0;20;3833;0;1023;1351;102;4;19
0;21;3833;1351;1023;39;-1;4;19
0;22;4856;0;22;1390;-1;3;17
0;23;3012;1390;1866;1777;-2;2;16
0;24;3012;1390;933;1777;187;3;23
0;25;3945;1390;933;1777;188;3;23
0;26;3012;3167;1866;43;-1;2;16
0;27;4878;0;1122;3210;-2;1;0
0;28;4878;0;1122;1177;-2;2;27
0;29;4878;0;1096;1177;68;3;28
0;30;5974;0;26;1177;-1;3;28
0;31;4878;1177;1122;619;-2;2;27
0;32;4878;1177;1079;619;-2;3;31
0;33;4878;1177;1079;22;-1;4;32
0;34;4878;1199;1079;597;119;4;32
0;35;5957;1177;43;619;-1;3;31
0;36;4878;1796;1122;1351;-2;2;27
0;37;4878;1796;1023;1351;103;3;36
0;38;5901;1796;99;1351;-1;3;36
0;39;4878;3147;1122;63;-1;2;27
1;40;0;0;6000;3210;-2;0;
1;41;0;0;2198;3210;-2;1;40
1;42;0;0;2198;1350;-2;2;41
1;43;0;0;2177;1350;69;3;42
1;44;2177;0;21;1350;-1;3;42
1;45;0;1350;2198;1777;-2;2;41
