PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;522;3210;-2;1;0
0;2;0;0;522;478;90;2;1
0;3;0;478;522;2151;-2;2;1
0;4;0;478;501;2151;60;3;3
0;5;501;478;21;2151;-1;3;3
0;6;0;2629;522;478;91;2;1
0;7;0;3107;522;103;-1;2;1
0;8;522;0;1002;3210;-2;1;0
0;9;522;0;1002;1022;-2;2;8
0;10;522;0;978;1022;92;3;9
0;11;1500;0;24;1022;-1;3;9
0;12;522;1022;1002;2151;-2;2;8
0;13;522;1022;501;2151;61;3;12
0;14;1023;1022;501;2151;62;3;12
0;15;522;3173;1002;37;-1;2;8
0;16;1524;0;2066;3210;-2;1;0
0;17;1524;0;2066;752;-2;2;16
0;18;1524;0;2041;752;330;3;17
0;19;3565;0;25;752;-1;3;17
0;20;1524;752;2066;700;-2;2;16
0;21;1524;752;2036;700;270;3;20
0;22;3560;752;30;700;-1;3;20
0;23;1524;1452;2066;879;-2;2;16
0;24;1524;1452;1033;879;331;3;23
0;25;2557;1452;1033;879;332;3;23
0;26;1524;2331;2066;879;-2;2;16
0;27;1524;2331;1033;879;333;3;26
0;28;2557;2331;1033;879;334;3;26
0;29;3590;0;555;3210;-2;1;0
0;30;3590;0;555;1767;30;2;29
0;31;3590;1767;555;1372;-2;2;29
0;32;3590;1767;480;1372;300;3;31
0;33;4070;1767;75;1372;-1;3;31
0;34;3590;3139;555;71;-1;2;29
0;35;4145;0;970;3210;-2;1;0
0;36;4145;0;970;1372;-2;2;35
0;37;4145;0;471;1372;301;3;36
0;38;4616;0;471;1372;302;3;36
0;39;5087;0;28;1372;-1;3;36
0;40;4145;1372;970;1767;-2;2;35
0;41;4145;1372;415;1767;-2;3;40
0;42;4145;1372;415;189;-1;4;41
0;43;4145;1561;415;1578;150;4;41
0;44;4560;1372;555;1767;31;3;40
0;45;4145;3139;970;71;-1;2;35
0;46;5115;0;885;3210;-2;1;0
0;47;5115;0;885;1411;-2;2;46
0;48;5115;0;863;1411;151;3;47
0;49;5978;0;22;1411;-1;3;47
0;50;5115;1411;885;552;-2;2;46
0;51;5115;1411;390;552;360;3;50
0;52;5505;1411;20;552;-1;3;50
0;53;5525;1411;390;552;361;3;50
0;54;5915;1411;85;552;-1;3;50
0;55;5115;1963;885;209;-2;2;46
0;56;5115;1963;858;209;335;3;55
0;57;5973;1963;27;209;-1;3;55
0;58;5115;2172;885;1012;-2;2;46
0;59;5115;2172;837;1012;93;3;58
0;60;5952;2172;48;1012;-1;3;58
0;61;5115;3184;885;26;-1;2;46
1;62;0;0;6000;3210;-2;0;
1;63;0;0;1012;3210;-2;1;62
1;64;0;0;1012;837;94;2;63
1;65;0;837;1012;672;-2;2;63
1;66;0;837;322;672;-2;3;65
1;67;0;837;322;633;152;4;66
1;68;0;1470;322;39;-1;4;66
1;69;322;837;613;672;32;3;65
1;70;935;837;77;672;-1;3;65
1;71;0;1509;1012;1677;-2;2;63
1;72;0;1509;245;1677;63;3;71
1;73;245;1509;725;1677;64;3;71
1;74;970;1509;42;1677;-1;3;71
1;75;0;3186;1012;24;-1;2;63
1;76;1012;0;2095;3210;-2;1;62
1;77;1012;0;2095;401;-2;2;76
1;78;1012;0;2064;401;303;3;77
1;79;3076;0;31;401;-1;3;77
1;80;1012;401;2095;2084;-2;2;76
1;81;1012;401;401;2084;-2;3;80
1;82;1012;401;401;2064;304;4;81
1;83;1012;2465;401;20;-1;4;81
1;84;1413;401;693;2084;-2;3;80
1;85;1413;401;693;2060;95;4;84
1;86;1413;2461;693;24;-1;4;84
1;87;2106;401;1001;2084;-2;3;80
1;88;2106;401;1001;1042;336;4;87
1;89;2106;1443;1001;1042;337;4;87
1;90;1012;2485;2095;725;-2;2;76
1;91;1012;2485;2036;725;96;3;90
1;92;3048;2485;59;725;-1;3;90
1;93;3107;0;673;3210;-2;1;62
1;94;3107;0;673;2065;97;2;93
1;95;3107;2065;673;1122;-2;2;93
1;96;3107;2065;653;1122;240;3;95
1;97;3760;2065;20;1122;-1;3;95
1;98;3107;3187;673;23;-1;2;93
1;99;3780;0;1040;3210;-2;1;62
1;100;3780;0;1040;1164;-2;2;99
1;101;3780;0;768;1164;210;3;100
1;102;4548;0;250;1164;-2;3;100
1;103;4548;0;250;905;305;4;102
1;104;4548;905;250;259;-1;4;102
1;105;4798;0;22;1164;-1;3;100
1;106;3780;1164;1040;892;-2;2;99
1;107;3780;1164;355;892;-2;3;106
1;108;3780;1164;355;102;-1;4;107
1;109;3780;1266;355;790;306;4;107
1;110;4135;1164;628;892;0;3;106
1;111;4763;1164;57;892;-1;3;106
1;112;3780;2056;1040;1122;-2;2;99
1;113;3780;2056;387;1122;-2;3;112
1;114;3780;2056;387;1072;307;4;113
1;115;3780;3128;387;50;-1;4;113
1;116;4167;2056;653;1122;241;3;112
1;117;3780;3178;1040;32;-1;2;99
1;118;4820;0;1180;3210;-2;1;62
1;119;4820;0;1180;2097;-2;2;118
1;120;4820;0;651;2097;211;3;119
1;121;5471;0;490;2097;212;3;119
1;122;5961;0;39;2097;-1;3;119
1;123;4820;2097;1180;1081;-2;2;118
1;124;4820;2097;1152;1081;338;3;123
1;125;5972;2097;28;1081;-1;3;123
1;126;4820;3178;1180;32;-1;2;118
2;127;0;0;6000;3210;-2;0;
2;128;0;0;725;3210;-2;1;127
2;129;0;0;725;1441;-2;2;128
2;130;0;0;653;1441;362;3;129
2;131;653;0;72;1441;-1;3;129
2;132;0;1441;725;1677;65;2;128
2;133;0;3118;725;92;-1;2;128
2;134;725;0;673;3210;-2;1;127
2;135;725;0;673;1441;-2;2;134
2;136;725;0;653;1441;363;3;135
2;137;1378;0;20;1441;-1;3;135
2;138;725;1441;673;1641;-2;2;134
2;139;725;1441;652;1641;364;3;138
2;140;1377;1441;21;1641;-1;3;138
2;141;725;3082;673;128;-1;2;134
2;142;1398;0;2844;3210;-2;1;127
2;143;1398;0;2844;2487;-2;2;142
2;144;1398;0;514;2487;-2;3;143
2;145;1398;0;514;2444;308;4;144
2;146;1398;2444;514;43;-1;4;144
2;147;1912;0;514;2487;-2;3;143
2;148;1912;0;514;2444;309;4;147
2;149;1912;2444;514;43;-1;4;147
2;150;2426;0;908;2487;310;3;143
2;151;3334;0;908;2487;311;3;143
2;152;1398;2487;2844;723;-2;2;142
2;153;1398;2487;684;723;-2;3;152
2;154;1398;2487;684;684;33;4;153
2;155;1398;3171;684;39;-1;4;153
2;156;2082;2487;353;723;-2;3;152
2;157;2082;2487;353;201;-1;4;156
2;158;2082;2688;353;522;242;4;156
2;159;2435;2487;892;723;-2;3;152
2;160;2435;2487;892;628;1;4;159
2;161;2435;3115;892;95;-1;4;159
2;162;3327;2487;892;723;-2;3;152
2;163;3327;2487;892;701;2;4;162
2;164;3327;3188;892;22;-1;4;162
2;165;4219;2487;23;723;-1;3;152
2;166;4242;0;1758;3210;-2;1;127
2;167;4242;0;1758;1261;-2;2;166
2;168;4242;0;318;1261;-2;3;167
2;169;4242;0;318;1231;180;4;168
2;170;4242;1231;318;30;-1;4;168
2;171;4560;0;500;1261;-2;3;167
2;172;4560;0;500;1196;312;4;171
2;173;4560;1196;500;65;-1;4;171
2;174;5060;0;318;1261;-2;3;167
2;175;5060;0;318;1231;181;4;174
2;176;5060;1231;318;30;-1;4;174
2;177;5378;0;293;1261;182;3;167
2;178;5671;0;293;1261;183;3;167
2;179;5964;0;36;1261;-1;3;167
2;180;4242;1261;1758;1033;-2;2;166
2;181;4242;1261;879;1033;365;3;180
2;182;5121;1261;879;1033;366;3;180
2;183;4242;2294;1758;916;-2;2;166
2;184;4242;2294;1033;916;-2;3;183
2;185;4242;2294;1033;879;367;4;184
2;186;4242;3173;1033;37;-1;4;184
2;187;5275;2294;701;916;-2;3;183
2;188;5275;2294;701;892;3;4;187
2;189;5275;3186;701;24;-1;4;187
2;190;5976;2294;24;916;-1;3;183
3;191;0;0;6000;3210;-2;0;
3;192;0;0;2680;3210;-2;1;191
3;193;0;0;2680;912;-2;2;192
3;194;0;0;1869;912;-2;3;193
3;195;0;0;1869;878;339;4;194
3;196;0;878;1869;34;-1;4;194
3;197;1869;0;701;912;-2;3;193
3;198;1869;0;701;892;4;4;197
3;199;1869;892;701;20;-1;4;197
3;200;2570;0;110;912;-1;3;193
3;201;0;912;2680;1220;340;2;192
3;202;0;2132;2680;1033;-2;2;192
3;203;0;2132;879;1033;368;3;202
3;204;879;2132;879;1033;369;3;202
3;205;1758;2132;879;1033;370;3;202
3;206;2637;2132;43;1033;-1;3;202
3;207;0;3165;2680;45;-1;2;192
3;208;2680;0;725;3210;-2;1;191
3;209;2680;0;725;892;-2;2;208
3;210;2680;0;701;892;5;3;209
3;211;3381;0;24;892;-1;3;209
3;212;2680;892;725;598;-2;2;208
3;213;2680;892;672;598;34;3;212
3;214;3352;892;53;598;-1;3;212
3;215;2680;1490;725;1677;66;2;208
3;216;2680;3167;725;43;-1;2;208
3;217;3405;0;1220;3210;-2;1;191
3;218;3405;0;1220;2680;341;2;217
3;219;3405;2680;1220;500;-2;2;217
3;220;3405;2680;1196;500;313;3;219
3;221;4601;2680;24;500;-1;3;219
3;222;3405;3180;1220;30;-1;2;217
