PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1303;3210;-2;1;0
0;2;0;0;1303;1738;-2;2;1
0;3;0;0;788;1738;104;3;2
0;4;788;0;495;1738;-2;3;2
0;5;788;0;495;1717;64;4;4
0;6;788;1717;495;21;-1;4;4
0;7;1283;0;20;1738;-1;3;2
0;8;0;1738;1303;509;-2;2;1
0;9;0;1738;1218;509;44;3;8
0;10;1218;1738;85;509;-1;3;8
0;11;0;2247;1303;479;-2;2;1
0;12;0;2247;1266;479;124;3;11
0;13;1266;2247;37;479;-1;3;11
0;14;0;2726;1303;461;-2;2;1
0;15;0;2726;1270;461;224;3;14
0;16;1270;2726;33;461;-1;3;14
0;17;0;3187;1303;23;-1;2;1
0;18;1303;0;500;3210;-2;1;0
0;19;1303;0;500;810;184;2;18
0;20;1303;810;500;1266;-2;2;18
0;21;1303;810;479;1266;125;3;20
0;22;1782;810;21;1266;-1;3;20
0;23;1303;2076;500;1066;-2;2;18
0;24;1303;2076;479;1066;126;3;23
0;25;1782;2076;21;1066;-1;3;23
0;26;1303;3142;500;68;-1;2;18
0;27;1803;0;1196;3210;-2;1;0
0;28;1803;0;1196;464;-2;2;27
0;29;1803;0;1155;464;185;3;28
0;30;2958;0;41;464;-1;3;28
0;31;1803;464;1196;479;-2;2;27
0;32;1803;464;1066;479;127;3;31
0;33;2869;464;130;479;-1;3;31
0;34;1803;943;1196;464;-2;2;27
0;35;1803;943;1155;464;186;3;34
0;36;2958;943;41;464;-1;3;34
0;37;1803;1407;1196;1803;-2;2;27
0;38;1803;1407;808;1803;-2;3;37
0;39;1803;1407;808;1778;65;4;38
0;40;1803;3185;808;25;-1;4;38
0;41;2611;1407;388;1803;-2;3;37
0;42;2611;1407;388;1777;0;4;41
0;43;2611;3184;388;26;-1;4;41
0;44;2999;0;2028;3210;-2;1;0
0;45;2999;0;2028;685;-2;2;44
0;46;2999;0;1998;685;66;3;45
0;47;4997;0;30;685;-1;3;45
0;48;2999;685;2028;1228;-2;2;44
0;49;2999;685;507;1228;105;3;48
0;50;3506;685;507;1228;106;3;48
0;51;4013;685;507;1228;107;3;48
0;52;4520;685;507;1228;108;3;48
0;53;2999;1913;2028;1228;-2;2;44
0;54;2999;1913;507;1228;109;3;53
0;55;3506;1913;507;1228;110;3;53
0;56;4013;1913;507;1228;111;3;53
0;57;4520;1913;507;1228;112;3;53
0;58;2999;3141;2028;69;-1;2;44
0;59;5027;0;952;3210;-2;1;0
0;60;5027;0;952;476;-2;2;59
0;61;5027;0;900;476;164;3;60
0;62;5927;0;52;476;-1;3;60
0;63;5027;476;952;900;-2;2;59
0;64;5027;476;476;900;165;3;63
0;65;5503;476;476;900;166;3;63
0;66;5027;1376;952;900;-2;2;59
0;67;5027;1376;476;900;167;3;66
0;68;5503;1376;476;900;168;3;66
0;69;5027;2276;952;900;-2;2;59
0;70;5027;2276;476;900;169;3;69
0;71;5503;2276;476;900;170;3;69
0;72;5027;3176;952;34;-1;2;59
0;73;5979;0;21;3210;-1;1;0
1;74;0;0;6000;3210;-2;0;
1;75;0;0;1442;3210;-2;1;74
1;76;0;0;1442;461;-2;2;75
1;77;0;0;1270;461;225;3;76
1;78;1270;0;172;461;-1;3;76
1;79;0;461;1442;1447;1;2;75
1;80;0;1908;1442;1250;-2;2;75
1;81;0;1908;471;1250;187;3;80
1;82;471;1908;479;1250;-2;3;80
1;83;471;1908;479;1066;128;4;82
1;84;471;2974;479;184;-1;4;82
1;85;950;1908;471;1250;188;3;80
1;86;1421;1908;21;1250;-1;3;80
1;87;0;3158;1442;52;-1;2;75
1;88;1442;0;1173;3210;-2;1;74
1;89;1442;0;1173;772;67;2;88
1;90;1442;772;1173;628;-2;2;88
1;91;1442;772;1098;628;113;3;90
1;92;2540;772;75;628;-1;3;90
1;93;1442;1400;1173;1293;-2;2;88
1;94;1442;1400;712;1293;-2;3;93
1;95;1442;1400;712;1273;68;4;94
1;96;1442;2673;712;20;-1;4;94
1;97;2154;1400;461;1293;-2;3;93
1;98;2154;1400;461;1270;226;4;97
1;99;2154;2670;461;23;-1;4;97
1;100;1442;2693;1173;479;-2;2;88
1;101;1442;2693;1066;479;129;3;100
1;102;2508;2693;107;479;-1;3;100
1;103;1442;3172;1173;38;-1;2;88
1;104;2615;0;1438;3210;-2;1;74
1;105;2615;0;1438;1270;-2;2;104
1;106;2615;0;461;1270;227;3;105
1;107;3076;0;463;1270;228;3;105
1;108;3539;0;463;1270;229;3;105
1;109;4002;0;51;1270;-1;3;105
1;110;2615;1270;1438;1920;-2;2;104
1;111;2615;1270;633;1920;130;3;110
1;112;3248;1270;172;1920;-2;3;110
1;113;3248;1270;172;1831;2;4;112
1;114;3248;3101;172;89;-1;4;112
1;115;3420;1270;633;1920;131;3;110
1;116;2615;3190;1438;20;-1;2;104
1;117;4053;0;1947;3210;-2;1;74
1;118;4053;0;1947;633;-2;2;117
1;119;4053;0;1920;633;132;3;118
1;120;5973;0;27;633;-1;3;118
1;121;4053;633;1947;633;-2;2;117
1;122;4053;633;1920;633;133;3;121
1;123;5973;633;27;633;-1;3;121
1;124;4053;1266;1947;172;-2;2;117
1;125;4053;1266;1831;172;3;3;124
1;126;5884;1266;116;172;-1;3;124
1;127;4053;1438;1947;604;-2;2;117
1;128;4053;1438;1918;604;4;3;127
1;129;5971;1438;29;604;-1;3;127
1;130;4053;2042;1947;1168;-2;2;117
1;131;4053;2042;397;1168;-2;3;130
1;132;4053;2042;397;46;-1;4;131
1;133;4053;2088;397;1122;264;4;131
1;134;4450;2042;398;1168;-2;3;130
1;135;4450;2042;398;29;-1;4;134
1;136;4450;2071;398;1139;230;4;134
1;137;4848;2042;398;1168;-2;3;130
1;138;4848;2042;398;29;-1;4;137
1;139;4848;2071;398;1139;231;4;137
1;140;5246;2042;398;1168;-2;3;130
1;141;5246;2042;398;29;-1;4;140
1;142;5246;2071;398;1139;232;4;140
1;143;5644;2042;336;1168;-2;3;130
1;144;5644;2042;336;31;-1;4;143
1;145;5644;2073;336;1137;244;4;143
1;146;5980;2042;20;1168;-1;3;130
2;147;0;0;6000;3210;-2;0;
2;148;0;0;1920;3210;-2;1;147
2;149;0;0;1920;633;134;2;148
2;150;0;633;1920;633;135;2;148
2;151;0;1266;1920;633;136;2;148
2;152;0;1899;1920;1273;-2;2;148
2;153;0;1899;398;1273;-2;3;152
2;154;0;1899;398;1139;233;4;153
2;155;0;3038;398;134;-1;4;153
2;156;398;1899;712;1273;69;3;152
2;157;1110;1899;765;1273;-2;3;152
2;158;1110;1899;765;1216;70;4;157
2;159;1110;3115;765;57;-1;4;157
2;160;1875;1899;45;1273;-1;3;152
2;161;0;3172;1920;38;-1;2;148
2;162;1920;0;1992;3210;-2;1;147
2;163;1920;0;1992;604;-2;2;162
2;164;1920;0;1918;604;5;3;163
2;165;3838;0;74;604;-1;3;163
2;166;1920;604;1992;1058;-2;2;162
2;167;1920;604;804;1058;-2;3;166
2;168;1920;604;804;1038;144;4;167
2;169;1920;1642;804;20;-1;4;167
2;170;2724;604;1164;1058;-2;3;166
2;171;2724;604;1164;1028;171;4;170
2;172;2724;1632;1164;30;-1;4;170
2;173;3888;604;24;1058;-1;3;166
2;174;1920;1662;1992;662;6;2;162
2;175;1920;2324;1992;886;-2;2;162
2;176;1920;2324;800;886;-2;3;175
2;177;1920;2324;800;850;145;4;176
2;178;1920;3174;800;36;-1;4;176
2;179;2720;2324;813;886;-2;3;175
2;180;2720;2324;813;858;234;4;179
2;181;2720;3182;813;28;-1;4;179
2;182;3533;2324;352;886;-2;3;175
2;183;3533;2324;352;819;204;4;182
2;184;3533;3143;352;67;-1;4;182
2;185;3885;2324;27;886;-1;3;175
2;186;3912;0;1184;3210;-2;1;147
